SentenceID	pos_tags	position	tokens
35	[33  6 30 44 43 12 23 23 16 12 25 24  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12']	"['Now' ',' 'they' 'have' 'donated' 'the' 'fertilizer' 'store' 'to' 'the'
 'Peasants' 'Association' '.']"
301	[30 22 40 33 23 16 12 17 23 16 24 24  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12']	"['He' 'will' 'be' 'here' 'tomorrow' 'as' 'a' 'special' 'representative'
 'for' 'President' 'Clinton' '.']"
175	[30 41 17  7]	['0' '1' '2' '3']	['They' 'were' 'embarrassed' '!']
24	[22 23 26 40 12 23 16 43 17 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10']	"['Will' 'peasant' 'associations' 'become' 'a' 'direction' 'of' 'organized'
 'rural' 'development' '?']"
193	[39  7]	['0' '1']	['Yikes' '!']
178	"[16 16 12 23  6 16 12 23 16 31 23  6 12 23 41  6 33 17  6 10 30 41 12 42
 33  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25']"	"['Because' 'at' 'the' 'time' ',' 'in' 'the' 'courtyard' 'of' 'our' 'home'
 ',' 'The' 'teacher' 'was' ',' 'extremely' 'conscientious' ',' 'and'
 'they' 'were' 'all' 'laughing' 'hard' '.']"
133	[12 17 23 30 41 39  6 11  8 16 31 23 30 41 11 26  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16']"	"['The' 'first' 'year' 'I' 'did' 'uh' ',' 'eight' ';' 'in' 'our' 'village'
 'I' 'did' '20' 'households' '.']"
198	[12 23 30 41 39 41  6 31 23 23 41 12 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13']	"['The' 'reason' 'they' 'said' 'no' 'was' ',' 'our' 'village' 'committee'
 'had' 'no' 'money' '.']"
271	"[12 23 16 24 41 38 40 17 23 49 26 16 26 16 26 41 12 23 16 24 24  6 10 33
 12 26 16 17 23 44 42 38 40 16 23 11  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33' '34' '35' '36']"	"['The' 'drama' 'in' 'Yugoslavia' 'seemed' 'to' 'climax' 'last' 'thursday'
 'when' 'hundreds' 'of' 'thousands' 'of' 'protesters' 'forced' 'the'
 'ouster' 'of' 'Slobodan' 'Milosevic' ',' 'but' 'now' 'the' 'events' 'of'
 'last' 'week' 'are' 'beginning' 'to' 'look' 'like' 'act' 'I' '.']"
68	[10 12 23  6 12 23 30 41 41 11 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11']	"['And' 'that' 'year' ',' 'the' 'income' 'I' 'counted' 'was' '4,000' 'yuan'
 '.']"
304	[12 24 29 24 24 16 24  7]	['0' '1' '2' '3' '4' '5' '6' '7']	"['The' 'World' ""'s"" 'Nenad' 'Chebeck' 'in' 'Belgrade' '.']"
138	[16 30 22 40 30 16 16 17 26 16 26 10 33 30 22 40 12 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18']"	"['If' 'she' 'could' 'cheat' 'you' 'out' 'of' 'several' 'tens' 'of'
 'thousands' 'and' 'then' 'she' 'could' 'leave' 'the' 'country' '!']"
211	[10 33 12 23 23 23 16 30  6 13 45 23 47 45 23 16 30  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17']"	"['And' 'now' 'this' 'village' 'construction' 'council' 'of' 'ours' ','
 'there' ""'s"" 'nobody' 'who' 'has' 'anything' 'against' 'it' '.']"
234	[30 41 47 30 44 42 45  6 12 17 23 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12']	"['I' 'said' 'what' 'we' ""'re"" 'running' 'is' ',' 'a' 'cooperative' 'paint'
 'plant' '.']"
255	[33  6  6 30 44 12 17 17 23 16 31 26 38 40 23 11  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16']"	"['Second' ',' ',' 'we' 'want' 'the' 'overall' 'cultural' 'quality' 'of'
 'our' 'villagers' 'to' 'be' 'number' 'one' '.']"
286	"[12 26 46 30 44 16 12 23 10 46 30 44 16 44 17 10 17 16 24 26 42 16 23 42
 16 12 10 42 38 40 16 16 46 17 23 30 44 16 12 23  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33' '34' '35' '36' '37' '38' '39' '40']"	"['The' 'people' 'that' 'I' 'see' 'on' 'the' 'street' 'and' 'that' 'I'
 'hear' 'from' 'are' 'sick' 'and' 'tired' 'of' 'Milosevic' 'cronies'
 'appearing' 'on' 'television' 'protesting' 'against' 'this' 'and'
 'trying' 'to' 'hang' 'on' 'to' 'whatever' 'little' 'power' 'they' 'have'
 'at' 'the' 'moment' '.']"
254	[33  6 30 44 31 26 29 17 23 16 12 17 23 38 40 12 17 16 12 16 24  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21']"	"['First' ',' 'we' 'want' 'our' 'villagers' ""'"" 'whole' 'concept' 'of'
 'the' 'legal' 'system' 'to' 'be' 'the' 'first' 'in' 'all' 'of' 'China'
 '.']"
291	[47 22 30 40 30 16 47 12 17 23 22 40 16 12 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15']	"['What' 'can' 'you' 'tell' 'us' 'about' 'what' 'this' 'new' 'government'
 'will' 'do' 'in' 'that' 'area' '?']"
243	[13 44 11 26 16 12 23 46 41 43 16 17 10 17 10 33 17 26  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18']"	"['There' 'are' 'twelve' 'households' 'in' 'the' 'village' 'that' 'were'
 'categorized' 'as' 'retarded' 'or' 'disabled' 'and' 'extremely' 'poor'
 'households' '.']"
55	[39  6 49 12 23 41 33  6 17 16 12 26 41 12 23 16 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17']"	"['Hey' ',' 'when' 'that' 'class' 'was' 'over' ',' 'many' 'of' 'the'
 'peasants' 'had' 'a' 'lot' 'of' 'feedback' '.']"
237	[30 22 33 40 30 12 23  6]	['0' '1' '2' '3' '4' '5' '6' '7']	"['You' 'ca' ""n't"" 'do' 'it' 'this' 'way' ',']"
250	"[16 30 41 12 23  6 30 41 36 12 23  6 10  6 30 41 12 23  6 38 40 12 24 11
 24 16 24 16 11 26  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30']"	"['As' 'we' 'began' 'this' 'year' ',' 'we' 'put' 'out' 'a' 'report' ','
 'and' ',' 'it' 'presented' 'a' 'goal' ',' 'to' 'become' 'the' 'Number'
 'One' 'Village' 'in' 'China' 'within' 'ten' 'years' '.']"
135	[16 12 17 23  6 30 41 38 33 40 16 23  6 10 30 12 41  6 10 30 41 30 17  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23']"	"['By' 'the' 'second' 'year' ',' 'I' 'began' 'to' 'really' 'deal' 'with'
 'everybody' ',' 'and' 'they' 'all' 'knew' ',' 'and' 'I' 'made' 'it'
 'public' '.']"
274	[12 24 29 24 24 45 16 24  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8']	"['The' 'World' ""'s"" 'Nenad' 'Chebeck' 'is' 'in' 'Belgrade' '.']"
153	[16 16 12 23 23 41 43 12 23  6 10 16 30 41  6 30 41 23 29 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20']"	"['Because' 'at' 'the' 'time' 'everybody' 'had' 'become' 'a' 'shareholder'
 ',' 'and' 'once' 'they' 'had' ',' 'it' 'was' 'everybody' ""'s"" 'business'
 '.']"
56	[39  6  6 12 23 41 33  7]	['0' '1' '2' '3' '4' '5' '6' '7']	['Hey' ',' ',' 'the' 'class' 'went' 'great' '.']
126	[33 33  6 16 23  6 30 44 12 26 40 11 23 16 12 23 16 23  6 40  6 11 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23']"	"['So' 'then' ',' 'in' 'practice' ',' 'I' 'let' 'the' 'peasants' 'invest'
 '50' 'yuan' 'for' 'each' 'mu' 'of' 'land' ',' 'invest' ',' '50' 'yuan'
 '.']"
49	[33  6 16 12 11 26  6 30 41 11 26  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11']	"['Finally' ',' 'from' 'the' 'ten' 'villages' ',' 'I' 'chose' '80' 'women'
 '.']"
261	[33 12 23 23  6 30 33 45 12 23 16 23 16 30  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14']	"['So' 'this' 'quality' 'thing' ',' 'it' 'really' 'has' 'a' 'lot' 'of'
 'meaning' 'to' 'it' '.']"
201	[30 41 38 40 36 12 23 23 23  6 38 40 16 42 36 12 26  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17']"	"['They' 'decided' 'to' 'set' 'up' 'a' 'village' 'construction' 'council'
 ',' 'to' 'focus' 'on' 'fixing' 'up' 'the' 'lanes' '.']"
132	[39  6 10 30 41  6 12 23  6 49 40 17 26 44 33 17 38 40  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18']"	"['Yes' ',' 'and' 'I' 'thought' ',' 'this' 'village' ',' 'how' 'come'
 'good' 'things' 'are' 'so' 'difficult' 'to' 'do' '?']"
194	[16 30 41  6 30 41 33 17 38 40  6 10 30 41 16 12 23 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18']"	"['After' 'it' 'rained' ',' 'it' 'was' 'really' 'tough' 'to' 'walk' ','
 'so' 'we' 'went' 'to' 'the' 'village' 'committee' '.']"
107	[10 12 26 44 26 16 26  7]	['0' '1' '2' '3' '4' '5' '6' '7']	['But' 'the' 'peasants' 'need' 'lots' 'of' 'services' '.']
208	[10 30 45 12 17 23  6 22 30 33 40 16 12 23 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15']	"['And' 'it' ""'s"" 'an' 'autonomous' 'institution' ',' 'might' 'it' 'not'
 'clash' 'with' 'the' 'village' 'committee' '?']"
285	[23 45 17  6 33 33 16 24 10 24  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10']	"['Everybody' 'is' 'impatient' ',' 'especially' 'here' 'in' 'Belgrade'
 'and' 'Serbia' '.']"
244	[24 24 41 42 11 23 16 12 26  6 16 12 23 42 16 12 23 29 26  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19']"	"['Zheng' 'Bing' 'proposed' 'giving' 'one' 'share' 'to' 'these'
 'households' ',' 'with' 'the' 'capital' 'coming' 'from' 'the'
 'association' ""'s"" 'expenditures' '.']"
307	"[24 24 24 24 24 24 24  6 16 24 24  6 41 31 17 23 23 16 11 26 12 23 16 11
 26  6 17 24 11 16 26 16 23 24 11  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33' '34' '35']"	"['SANTA' 'FE' 'PACIFIC' 'PIPELINE' 'PARTNERS' 'Limited' 'Partnership' ','
 'of' 'Los' 'Angeles' ',' 'increased' 'its' 'quarterly' 'cash' 'dividend'
 'to' '60' 'cents' 'a' 'unit' 'from' '55' 'cents' ',' 'payable' 'Nov.'
 '14' 'to' 'units' 'of' 'record' 'Oct.' '31' '.']"
19	[12 23 41  6 22 31 23 40 43 10 40 12 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13']	"['The' 'secretary' 'telephoned' ',' 'can' 'our' 'association' 'get'
 'involved' 'and' 'resolve' 'this' 'matter' '.']"
38	"[39  6 16 12 23  6 31 23 41  6 39  6 12 24 24 24  6 16 12 26 16 12 24 24
  6 46 41 23 29 17 26 16 12 26  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33' '34']"	"['Um' ',' 'at' 'the' 'time' ',' 'my' 'husband' 'ran' ',' 'uh' ',' 'the'
 'Zhaizi' 'Technical' 'Center' ',' 'on' 'the' 'banks' 'of' 'the' 'Yellow'
 'River' ',' 'which' 'provided' 'farmer' ""'s"" 'financial' 'services' 'to'
 'the' 'peasants' '.']"
203	[16 30 12 41 26 33  6 33 33  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9']	"['Because' 'we' 'all' 'discussed' 'things' 'together' ',' 'very'
 'intensely' '.']"
111	[30 22 40 12 23 16 12 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8']	"['They' ""'ll"" 'defer' 'the' 'interest' 'for' 'each' 'year' '.']"
99	[33 30 41 30 12 33  7]	['0' '1' '2' '3' '4' '5' '6']	['So' 'I' 'explained' 'it' 'all' 'faithfully' '.']
73	[16 30 41 26 16 31 24 23  6 30 45 17 16 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14']	"['If' 'we' 'invited' 'technicians' 'from' 'our' 'Yongji' 'city' ',' 'it'
 ""'s"" 'free' 'of' 'charge' '.']"
167	[30 41 47  6 49 22 30 40 43 16 12 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12']	"['They' 'said' 'what' '?' 'How' 'can' 'we' 'be' 'compared' 'to' 'the'
 'city' '?']"
270	[30 44 24 24  7]	['0' '1' '2' '3' '4']	['I' 'am' 'Tony' 'Kahn' '.']
115	[39  6 44 33 40  6 44 33 40 21 12 23 16 32 30  6 30 44 33 40  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20']"	"['Yow' '!' 'Do' ""n't"" 'shoot' ',' 'do' ""n't"" 'shoot' '-LRB-' 'the' 'film'
 'of' '-RRB-' 'me' ',' 'I' 'do' ""n't"" 'cry' '.']"
61	[33  6 12 23 16 23 41 12 17 23 23 23 16 12 42 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16']"	"['Furthermore' ',' 'this' 'center' 'of' 'hers' 'became' 'an'
 'agricultural' 'technology' 'exchange' 'center' 'for' 'the' 'surrounding'
 'area' '.']"
150	"[33 24 24  6 17 17 16 23  6 33 16 30 41 43 16 30 22 40 36  6 30 41 33 17
  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24']"	"['Therefore' 'Zheng' 'Bing' ',' 'fed' 'up' 'with' 'scare' ',' 'even'
 'though' 'she' 'was' 'convinced' 'that' 'she' 'should' 'give' 'up' ','
 'she' 'was' 'really' 'unwilling' '.']"
75	[33 16 42 12 26  6 12 26 41 38 40 26 16 24 24  6 42 30 38 40 12 26  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22']"	"['Aside' 'from' 'attening' 'the' 'classes' ',' 'the' 'peasants' 'began'
 'to' 'make' 'demands' 'of' 'Zheng' 'Bing' ',' 'asking' 'her' 'to'
 'undertake' 'some' 'projects' '.']"
100	[16 30 41 30  6 12 23 41 33 17  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10']	"['After' 'I' 'explained' 'it' ',' 'the' 'lawyer' 'looked' 'all'
 'astonished' '.']"
58	[17 26 12 41 16 12 17 23 47 41 33 16 31 17 26 38 40 12 17 23 16 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22']"	"['Nearby' 'villagers' 'all' 'heard' 'about' 'this' 'terrific' 'person'
 'who' 'dug' 'deep' 'into' 'her' 'own' 'pockets' 'to' 'provide' 'an'
 'agricultural' 'seminar' 'for' 'everybody' '.']"
30	[10 30 22 33 40  7]	['0' '1' '2' '3' '4' '5']	['And' 'she' 'would' 'often' 'sigh' '.']
53	"[33 30 41 16 11 26  6 10 30 41 33 33 12 11 26  6 30 12 41 26 16 12 42 23
  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24']"	"['So' 'I' 'went' 'to' 'ten' 'villages' ',' 'but' 'it' 'was' ""n't"" 'just'
 'the' '80' 'people' ',' 'they' 'all' 'brought' 'people' 'from' 'the'
 'surrounding' 'area' '.']"
4	"[18 16 11 26 16 24 29 24 24 24  6 26 10 26 41 16 11 26 38 40 16 17 26 16
 24  6 24  6 24  6 24  6 14 38 40 40 42 12 23 10 12 23 23 23 23  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33' '34' '35' '36' '37' '38' '39' '40' '41' '42' '43'
 '44' '45']"	"['More' 'than' '20' 'people' 'from' 'Wenzhou' ""'s"" 'Education' 'Committee'
 'Organization' ',' 'offices' 'and' 'cadres' 'separated' 'into' '7'
 'groups' 'to' 'go' 'to' 'such' 'places' 'as' 'Yueqing' ',' 'Ouhai' ','
 'Dongtou' ',' 'Pingyang' ',' 'etc.' 'to' 'help' 'finish' 'restoring'
 'the' 'school' 'and' 'the' 'school' 'opening' 'preparation' 'work' '.']"
226	[24 24 29 23 41 16 12 23 23 22 40 12 23 16 11 26  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16']"	"['Zheng' 'Bing' ""'s"" 'idea' 'was' 'that' 'each' 'member' 'household'
 'could' 'hold' 'a' 'maximum' 'of' 'three' 'shares' '.']"
105	[10 17 23 49 12 23 45  6 22 30 40 17 38 40 36 12 11 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18']"	"['So' 'next' 'year' 'when' 'the' 'time' 'expires' ',' 'will' 'you' 'be'
 'able' 'to' 'pay' 'off' 'this' '65,000' 'yuan' '?']"
181	[33 30 41  7]	['0' '1' '2' '3']	['So' 'I' 'persisted' '.']
98	[12 23 41 30  6 16 23 16 23  6 47 41  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12']	"['The' 'lawyer' 'asked' 'me' ',' 'from' 'A' 'to' 'Z' ',' 'what' 'happened'
 '?']"
48	"[33 30 22 40 16 30 23 16 23 10 40  6 30 44 42 38 40 12 17 23  8 22 30 40
 17 38 40  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27']"	"['Then' 'I' ""'d"" 'go' 'to' 'them' 'face' 'to' 'face' 'and' 'say' ',' 'We'
 ""'re"" 'planning' 'to' 'hold' 'a' 'technical' 'training' ';' 'would' 'you'
 'be' 'willing' 'to' 'come' '?']"
33	[12 24 25 24 45 31 23 16 12 23 16 24 24  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13']	"['The' 'Yongji' 'Peasants' 'Association' 'has' 'its' 'headquarters' 'at'
 'the' 'entrance' 'to' 'Zhaizi' 'Village' '.']"
227	"[16 30 22 33 40 12 23 16 26  6 30 22 40 12 26 16 12 23 16 26 10 31 23 40
 26  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25']"	"['If' 'they' 'could' ""n't"" 'sell' 'that' 'number' 'of' 'shares' ',' 'they'
 ""'d"" 'let' 'the' 'members' 'of' 'the' 'board' 'of' 'directors' 'and'
 'its' 'chairman' 'buy' 'shares' '.']"
12	[33  6 12 45 12 17 23 23 38 40 33 43 10 43 12 23 23 16 12 23 16 12 24  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23']"	"['Accordingly' ',' 'this' 'is' 'the' 'first' 'peasant' 'organization' 'to'
 'be' 'legally' 'registered' 'and' 'designated' 'a' 'peasant'
 'association' 'since' 'the' 'founding' 'of' 'the' 'PRC' '.']"
156	[33 44 33 40 23 40 12 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8']	"['Then' 'do' ""n't"" 'let' 'everybody' 'become' 'a' 'shareholder' '.']"
137	[40  6 30 45 42 30 16 16 31 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10']	"['Look' ',' 'she' ""'s"" 'cheating' 'you' 'out' 'of' 'your' 'money' '!']"
70	"[33  6 16 11  6 30 41 16 31 17 23  6 10 16 31 17 26 29 23  6 16 19 16 12
 26 42 12 23 26 41 26  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31']"	"['Then' ',' 'in' ""'99"" ',' 'I' 'went' 'to' 'our' 'agricultural' 'bureau'
 ',' 'and' 'to' 'our' 'municipal' 'women' ""'s"" 'association' ',' 'because'
 'most' 'of' 'the' 'people' 'attending' 'the' 'training' 'sessions' 'were'
 'women' '.']"
149	[33 30 41 43 10 43 16 12 23 16 24  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11']	"['later' 'it' 'was' 'persuaded' 'and' 'prevented' 'by' 'the' 'city' 'of'
 'Yongji' '.']"
26	[16 23 30 22 43 16 24 24 29 17 23 33 33  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13']	"['In' 'fact' 'I' ""'d"" 'heard' 'about' 'Zheng' 'Bing' ""'s"" 'aggressive'
 'approach' 'early' 'on' '.']"
245	"[12 11 15 10 26 10 12 23 41 36 16 11 26 38 40 12 23 16 42 26 16 12 11 26
  8 33 11 23 41 24 24 29 23  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33']"	"['The' '20' '-' 'plus' 'directors' 'and' 'the' 'chairman' 'split' 'up'
 'into' 'seven' 'groups' 'to' 'discuss' 'the' 'matter' 'of' 'giving'
 'shares' 'to' 'these' 'twelve' 'households' ';' 'not' 'one' 'person'
 'supported' 'Zheng' 'Bing' ""'s"" 'idea' '.']"
114	[10 30 45 17 16 30 22 40 10 40 38 40 30 12 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15']	"['But' 'it' ""'s"" 'good' 'that' 'they' 'can' 'understand' 'and' 'agree'
 'to' 'do' 'it' 'this' 'way' '.']"
172	[12 23 30 33 41 33 40 12 23  6]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9']	"['That' 'afternoon' 'we' 'basically' 'did' ""n't"" 'dance' 'a' 'step' ',']"
262	"[33 16 30 45 43 31 23 23  6 43 36 31 17 23 23  6 10 16 12 23 16 12 23 23
  6 12 19 23 16 30 33 45 33 12 16 23  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33' '34' '35' '36']"	"['Now' 'that' 'she' 'has' 'quit' 'her' 'teaching' 'job' ',' 'donated'
 'away' 'her' 'own' 'family' 'store' ',' 'and' 'with' 'the' 'development'
 'of' 'the' 'peasant' 'association' ',' 'the' 'biggest' 'issue' 'for'
 'her' 'now' 'is' 'still' 'that' 'of' 'money' '.']"
