SentenceID	pos_tags	position	tokens
31	"[10 49 12 23 16 12 25 24 45 36  6 10 49 41 16 49 30 41 42 26 10 42 30 40
 12 23 21 16 31 26 32  6 24 24 29 23 45 36 16 12 42 23  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33' '34' '35' '36' '37' '38' '39' '40' '41' '42']"	"['But' 'when' 'the' 'subject' 'of' 'the' 'Peasants' 'Association' 'comes'
 'up' ',' 'and' 'when' 'talked' 'about' 'how' 'she' 'was' 'organizing'
 'peasants' 'and' 'helping' 'them' 'improve' 'the' 'quality' '-LRB-' 'of'
 'their' 'lives' '-RRB-' ',' 'Zheng' 'Bing' ""'s"" 'face' 'lights' 'up'
 'with' 'a' 'dazzling' 'smile' '.']"
52	[18 16 11 26 41 16 12 23 12 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10']	['More' 'than' '400' 'people' 'came' 'to' 'the' 'class' 'that' 'day' '.']
192	[31 23 41 12 23 33 16 42 17  6 17 26  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12']	"['Our' 'village' 'had' 'a' 'reputation' 'locally' 'as' 'having' 'messy'
 ',' 'messy' 'lanes' '.']"
6	"[16 12 26 47 22 33 40 23 16 16 23 17 26 43 16 12 23  6 17 17 26 16 26 10
 26 16 33 33 44 43 10 43 23  6 10 43 17 23 38 40 26 22 40 23 16 23  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33' '34' '35' '36' '37' '38' '39' '40' '41' '42' '43'
 '44' '45' '46']"	"['For' 'those' 'students' 'who' 'can' 'not' 'pay' 'tuition' 'because' 'of'
 'family' 'financial' 'difficulties' 'caused' 'by' 'the' 'disaster' ','
 'educational' 'administrative' 'departments' 'in' 'cities' 'and'
 'counties' 'from' 'all' 'over' 'have' 'reduced' 'or' 'remitted' 'tuition'
 ',' 'or' 'rendered' 'certain' 'assistance' 'to' 'ensure' 'students' 'can'
 'start' 'school' 'on' 'time' '.']"
16	[30 33 41 12 23 29 23 38 40 16 26  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11']	"['It' 'really' 'tested' 'the' 'association' ""'s"" 'ability' 'to' 'deal'
 'with' 'problems' '.']"
197	[30 41 16 30 11 26  6 10 30 22 33 40 39  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13']	"['We' 'spoke' 'to' 'him' 'three' 'times' ',' 'and' 'they' ""'d"" 'always'
 'say' 'no' '.']"
292	[39  6 30 45 12 23 46 41 43 16 23 29 23 16 24 24  6 12 24 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20']"	"['Well' ',' 'it' 'is' 'a' 'report' 'that' 'was' 'brought' 'by' 'today'
 ""'s"" 'edition' 'of' 'Vetrivinia' 'Novostate' ',' 'a' 'Belgrade'
 'newspaper' '.']"
89	[12 17 23 41 24 24 29 23 33  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9']	"['This' 'burdensome' 'debt' 'took' 'Zheng' 'Bing' ""'s"" 'breath' 'away' '.']"
140	[31 26 29 23  6 31 23  6 30 12 41  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11']	"['Our' 'people' ""'s"" 'bank' ',' 'our' 'association' ',' 'they' 'all'
 'came' '.']"
246	[10 49 24 24 41  6 23 33 41  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9']	"['But' 'when' 'Zheng' 'Bing' 'persisted' ',' 'everyone' 'finally' 'agreed'
 '.']"
77	[41 30 33 40 47 30 22 40 16 30 44 40 36 12 11 23 49 30 41 17  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20']"	"['Did' 'you' 'ever' 'think' 'what' 'you' ""'d"" 'do' 'if' 'they' ""could't""
 'pay' 'off' 'this' '150,000' 'yuan' 'when' 'it' 'came' 'due' '?']"
108	[39  7]	['0' '1']	['Ho' '!']
20	"[30 30 41 36 11 23  6 10 16 11 26 30 44 36 11 23  6 10 30 41 38 40 16 12
 23  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25']"	"['I' 'myself' 'put' 'up' '1,000' 'yuan' ',' 'and' 'with' '19' 'people'
 'we' 'put' 'together' '10,000' 'yuan' ',' 'and' 'we' 'went' 'to'
 'negotiate' 'with' 'the' 'contractor' '.']"
72	"[33  6 42 16 12  6 12 17 26 29 23 41 33 17 16 30  6 10 30 41 16 30 16 42
 26 16 12 17 23 10 12 23 23 23  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33' '34']"	"['So' ',' 'starting' 'in' ""'99"" ',' 'the' 'municipal' 'women' ""'s""
 'association' 'was' 'very' 'supportive' 'of' 'us' ',' 'and' 'they'
 'liaised' 'for' 'us' 'in' 'getting' 'teachers' 'from' 'the'
 'agricultural' 'bureau' 'and' 'the' 'water' 'conservancy' 'bureau' '.']"
7	"[23 26 10 23 10 17 26 16 12 23 26 33 41 38 40 33 16 23  6 33 42 12 23 23
  6 42 23 10 23  6 10 40 26 16 43 23 26  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33' '34' '35' '36' '37']"	"['School' 'leaders' 'and' 'teaching' 'and' 'administrative' 'workers' 'in'
 'the' 'disaster' 'areas' 'automatically' 'went' 'to' 'work' 'ahead' 'of'
 'time' ',' 'carefully' 'cleaning' 'the' 'school' 'environment' ','
 'implementing' 'sanitation' 'and' 'disinfection' ',' 'and' 'conduct'
 'repairs' 'on' 'damaged' 'school' 'buildings' '.']"
8	"[24 29 24 24 10 12 24 24 24 16 12 24 24 24 33 41 16 26 10 26 16 12 26 16
 12 23 23 38 40 12 23 23 23 43  9 42 23 16 23 43 26  1  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33' '34' '35' '36' '37' '38' '39' '40' '41' '42']"	"['Wenzhou' ""'s"" 'Education' 'Committee' 'and' 'the' 'Weizhou' 'Municipal'
 'Committee' 'of' 'the' 'Communist' 'Youth' 'League' 'also' 'united'
 'with' 'teachers' 'and' 'students' 'of' 'the' 'schools' 'in' 'the'
 'disaster' 'area' 'to' 'initiate' 'a' 'donation' 'collection' 'activity'
 'called' '""' 'Donating' 'love' 'to' 'disaster' 'stricken' 'schools' '""'
 '.']"
102	[33 12 23 41 30 12 36  7]	['0' '1' '2' '3' '4' '5' '6' '7']	['So' 'the' 'lawyer' 'sorted' 'it' 'all' 'out' '.']
97	[30 41  6 39 33 30 33 22 33 40 16 30  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12']	"['I' 'said' ',' 'well' 'then' 'I' 'still' 'can' 'not' 'help' 'with' 'it'
 '.']"
279	[10 12 45 12 23  7]	['0' '1' '2' '3' '4' '5']	"['But' 'that' ""'s"" 'all' 'theory' '.']"
45	"[16 12 23 30 41 17 38 40 12 23 38 40 16 12 26 22 33 40 38 40 30  6 10 16
 12 23 30 41 16 23 16 23  6 30 41 33 42  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33' '34' '35' '36' '37']"	"['At' 'the' 'time' 'I' 'was' 'afraid' 'to' 'ask' 'the' 'teacher' 'to'
 'come' 'because' 'the' 'peasants' 'might' 'not' 'come' 'to' 'hear' 'him'
 ',' 'so' 'at' 'the' 'time' 'I' 'ran' 'from' 'village' 'to' 'village' ','
 'I' 'went' 'around' 'organizing' '.']"
67	[42 16 11  6 16 16 11  6 16 12 11 23 23  6 30 41 11 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18']"	"['Starting' 'in' ""'99"" ',' 'because' 'in' ""'98"" ',' 'for' 'that' 'one'
 'training' 'session' ',' 'I' 'spent' '1,300' 'yuan' '.']"
10	[21 23 32]	['0' '1' '2']	['-LRB-' 'End' '-RRB-']
144	[16 33  6 26 16 17 26 16 31 23  6 30 12 41 33 16 30  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17']"	"['Because' 'there' ',' 'leaders' 'of' 'different' 'sectors' 'from' 'our'
 'city' ',' 'they' 'all' 'came' 'here' 'to' 'us' '.']"
36	[33 16 11  6 49 41 30 40 16 42 17 23 16 12 26  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15']	"['Back' 'in' ""'97"" ',' 'why' 'did' 'you' 'think' 'of' 'giving' 'technical'
 'training' 'to' 'the' 'peasants' '?']"
80	[12 23 33  6 30  6 41  6 23 41 36 12 23  6 10 12 23 23 41 16 30  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21']"	"['A' 'year' 'later' ',' 'it' ',' 'failed' ',' 'nobody' 'paid' 'back' 'the'
 'money' ',' 'and' 'the' 'credit' 'union' 'came' 'after' 'us' '.']"
277	"[30 44 38 40 11 23 16 23 16 24 24 10 12 17 26 16 24 10 24 44 43 36 23 16
 12 17 23  6 10 12 17 26 16 23 44 16 12 17 23  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33' '34' '35' '36' '37' '38' '39']"	"['We' 'have' 'to' 'keep' 'one' 'thing' 'in' 'mind' 'that' 'Vojislav'
 'Kostunica' 'and' 'the' 'pro-democracy' 'elements' 'in' 'Serbia' 'and'
 'Yugoslavia' 'have' 'taken' 'over' 'authority' 'on' 'the' 'federal'
 'level' ',' 'but' 'the' 'key' 'leaders' 'of' 'power' 'are' 'on' 'the'
 'republican' 'level' '.']"
44	"[12 17 23  6 42 12 17 23  6  6 16 12 23 12 24 24 24 41 11 10 11 23 16 31
 23  6 10 30 41 16 12 26 16 12 24 24  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33' '34' '35' '36']"	"['The' 'first' 'time' ',' 'organizing' 'the' 'first' 'time' ',' ',' 'at'
 'the' 'time' 'that' 'Zhaizi' 'Technical' 'Center' 'was' 'seven' 'or'
 'eight' 'li' 'from' 'our' 'village' ',' 'and' 'it' 'was' 'on' 'the'
 'banks' 'of' 'the' 'Yellow' 'River' '!']"
123	[30 41 16 26 44 33 33 42 12 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10']	"['I' 'discovered' 'that' 'peasants' 'are' 'not' 'entirely' 'having' 'no'
 'money' '.']"
88	[16 12 23 23  6 11 23 45 12 17 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11']	"['In' 'a' 'farming' 'village' ',' '150,000' 'yuan' 'is' 'no' 'small' 'sum'
 '.']"
240	[16 30 44 30 33 44 38 40 12 23 23  6 30 44 30 41 36 12 23 16 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21']"	"['If' 'you' 'think' 'you' 'really' 'want' 'to' 'hold' 'a' 'controlling'
 'share' ',' 'I' 'suggest' 'you' 'set' 'up' 'a' 'plant' 'on' 'paper' '.']"
146	[30 41  6 16 30 45 42 23 33  6 30 22 40 36 33 33  6 30 22 33 40 30 33  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23']"	"['I' 'said' ',' 'if' 'it' ""'s"" 'raising' 'capital' 'illegally' ',' 'I'
 ""'ll"" 'shut' 'down' 'right' 'away' ',' 'I' 'wo' ""n't"" 'do' 'it' 'anymore'
 '.']"
81	[10 30 41 33 40 12 23  6 30 41 16 12 26  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13']	"['But' 'I' 'did' ""n't"" 'feel' 'any' 'regret' ',' 'I' 'looked' 'for' 'the'
 'reasons' '.']"
59	[10 30 12 41 42 16 12 17 26 23 38 40 26  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13']	"['And' 'they' 'all' 'loved' 'coming' 'to' 'the' 'technical' 'services'
 'center' 'to' 'buy' 'things' '.']"
148	[12 23 41 12 23  6]	['0' '1' '2' '3' '4' '5']	['The' 'bank' 'investigated' 'the' 'matter' ',']
117	[16 11 24 24 41 31 23 16 12 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10']	['In' '1999' 'Zheng' 'Bing' 'quit' 'her' 'job' 'as' 'a' 'teacher' '.']
284	[12 23 36 16 28 12 26 16 23 16 24 24 10 31 26 45 12 23 46 33 45 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22']"	"['The' 'taking' 'over' 'of' 'all' 'the' 'leaders' 'of' 'power' 'for' 'Mr.'
 'Kostunica' 'and' 'his' 'allies' 'is' 'a' 'process' 'which' 'definitely'
 'takes' 'time' '.']"
229	[30 41 17 26 40 30 41 12 17 23  6 16 23 16 12 23 23 23 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19']"	"['I' 'heard' 'many' 'people' 'say' 'you' 'made' 'an' 'arbitrary'
 'decision' ',' 'with' 'regard' 'to' 'the' 'paint' 'plant' 'shareholding'
 'decision' '.']"
162	[16 33  6 12 23 45 42 33 16 30 45 42 23 33  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14']	"['Since' 'then' ',' 'no' 'one' 'is' 'saying' 'anymore' 'that' 'she' 'is'
 'raising' 'capital' 'illegally' '.']"
143	[30 41  6 30 44 16 30 44 42 23 33  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11']	"['They' 'said' ',' 'we' 'hear' 'that' 'you' ""'re"" 'raising' 'capital'
 'illegally' '.']"
180	"[10 30 41 16 30 41 33  6 12 23  6 17  6 10 30 41  6 33 12 45 12 23 16 12
 17 23  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26']"	"['But' 'I' 'saw' 'that' 'they' 'were' 'so' ',' 'that' 'kind' ',' 'excited'
 ',' 'and' 'I' 'felt' ',' 'maybe' 'this' 'is' 'the' 'beginning' 'of' 'a'
 'new' 'life' '.']"
106	"[11 23 16 12 23  6  6 16 30 44 33 40 12 18 26 16 12 26  6 30 22 40 30 36
  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24']"	"['65,000' 'yuan' 'from' 'the' 'start' ',' ',' 'if' 'I' 'do' ""n't""
 'provide' 'any' 'more' 'services' 'to' 'the' 'peasants' ',' 'I' 'can'
 'pay' 'it' 'off' '.']"
139	[12 26 33 41 36 31 23  7]	['0' '1' '2' '3' '4' '5' '6' '7']	['These' 'things' 'really' 'shook' 'up' 'our' 'government' '.']
228	[10 30 22 33 40 11 26 10 11 26  6 33  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12']	"['But' 'they' 'could' 'not' 'exceed' 'five' 'shares' 'and' 'ten' 'shares'
 ',' 'respectively' '.']"
299	"[23  6 30 41 12 17 24 24  6 23 30 44 24 24  6 47 45 12 23 16 12 17 23 29
 24 24 16 24 24  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29']"	"['Yesterday' ',' 'we' 'had' 'the' 'French' 'Foreign' 'Minister' ','
 'today' 'we' 'have' 'Budor' 'Homback' ',' 'who' 'is' 'the' 'head' 'of'
 'the' 'international' 'community' ""'s"" 'Stability' 'Pact' 'for'
 'Southeast' 'Europe' '.']"
160	[30 41 16 30 33 10 33  7]	['0' '1' '2' '3' '4' '5' '6' '7']	['I' 'worked' 'with' 'him' 'again' 'and' 'again' '.']
57	[12 23 41 24 24 18 16 30 41 43  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10']	"['This' 'class' 'earned' 'Zheng' 'Bing' 'more' 'than' 'she' 'had'
 'expected' '.']"
196	[30 41 38 40 30  7]	['0' '1' '2' '3' '4' '5']	['We' 'went' 'to' 'see' 'him' '.']
95	[16 12 23 30 41 12 23 16 30  6 10 12 23 33 41  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15']	"['At' 'the' 'time' 'they' 'filed' 'a' 'lawsuit' 'against' 'me' ',' 'and'
 'the' 'lawyer' 'also' 'came' '!']"
176	[39  7]	['0' '1']	['Hah' '!']
121	"[39  6 16 30 22 33 40 16 12 17 23  6 30 41 42 49 22 30 40 17 38 40 12 26
 23 38 40 12 26 29 17 26  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32']"	"['Ho' '!' 'If' 'I' 'could' 'not' 'collect' 'on' 'that' 'big' 'amount' ','
 'I' 'was' 'thinking' 'how' 'will' 'I' 'be' 'able' 'to' 'give' 'the'
 'peasants' 'credit' 'to' 'solve' 'the' 'peasants' ""'"" 'real' 'problems'
 '?']"
113	[33 30 22 40 12 11 26 36 33  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9']	['Then' 'they' 'can' 'push' 'the' 'six' 'years' 'back' 'again' '.']
173	[30 41 12 23  7]	['0' '1' '2' '3' '4']	['We' 'laughed' 'all' 'afternoon' '.']
124	[33 33  6 30 41 42  6 22 33 12 26 40 36 16 30 16 12 23 23 16 42 26  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22']"	"['So' 'then' ',' 'I' 'was' 'thinking' ',' 'could' ""n't"" 'the' 'peasants'
 'join' 'up' 'with' 'us' 'in' 'this' 'fertilizer' 'store' 'by' 'becoming'
 'shareholders' '?']"
47	[39  6 10 16 12 23  6 30 22 40 33 42 38 40 36 47 41 12 19 23 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21']"	"['Um' ',' 'and' 'at' 'each' 'village' ',' 'I' 'would' 'go' 'around'
 'trying' 'to' 'find' 'out' 'who' 'had' 'the' 'most' 'technology'
 'awareness' '.']"
130	"[33 33  6 12 26 44 33 31 17  6 10 31 23 22 40 12 26 29 23 10 40  6 12 23
 23  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25']"	"['That' 'is' ',' 'the' 'peasants' 'bring' 'in' 'their' 'own' ',' 'and'
 'our' 'store' 'will' 'take' 'the' 'peasants' ""'"" 'money' 'and' 'run' ','
 'the' 'fertilizer' 'store' '.']"
185	[16 24 24 11  6 11  6 24 24 41 12 17 23 15 23 16 46 12 26 41  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20']"	"['On' 'Lunar' 'January' '1' ',' '2003' ',' 'Zheng' 'Bing' 'organized' 'a'
 'large' 'get' '-' 'together' 'in' 'which' 'the' 'men' 'participated' '.']"
129	[10 12 23 30 41  6 16 30 44 43  6 33 30 22 40 31 23 10 40 23  6 40 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23']"	"['And' 'the' 'amount' 'you' 'invested' ',' 'if' 'you' ""'ve"" 'invested' ','
 'then' 'we' ""'ll"" 'take' 'your' 'money' 'and' 'buy' 'fertilizer' ','
 'sell' 'fertilizer' '.']"
40	"[33  6 17 16 12 26 47 41 16 12 23 38 40 23  6 30 22 40 16 12 23  6 10 30
 33 41 33 40 12 23  6 10 30 22 40  6 23 15 10 15 23 45 42 12  6 10 30 22
 40 12  6 10 30 33 41 33 40  6 30 41 33 40 10 40 23 43 16 47 31 17 23 41
  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28' '29'
 '30' '31' '32' '33' '34' '35' '36' '37' '38' '39' '40' '41' '42' '43'
 '44' '45' '46' '47' '48' '49' '50' '51' '52' '53' '54' '55' '56' '57'
 '58' '59' '60' '61' '62' '63' '64' '65' '66' '67' '68' '69' '70' '71'
 '72']"	"['Also' ',' 'many' 'of' 'those' 'peasants' 'who' 'came' 'into' 'the'
 'store' 'to' 'buy' 'fertilizer' ',' 'they' ""'d"" 'come' 'into' 'the'
 'store' ',' 'and' 'they' 'really' 'did' ""n't"" 'have' 'a' 'clue' ',' 'and'
 'they' ""'d"" 'think' ',' 'So' '-' 'and' '-' 'so' 'is' 'buying' 'that' ','
 'so' 'I' ""'ll"" 'buy' 'that' ',' 'and' 'they' 'basically' 'did' ""n't""
 'know' ',' 'they' 'did' ""n't"" 'go' 'and' 'choose' 'something' 'based'
 'on' 'what' 'their' 'own' 'land' 'needed' '.']"
63	[49 17 26 16 12 23 16 11 44 30 43 17 23 26  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14']	"['How' 'many' 'times' 'since' 'the' 'end' 'of' ""'98"" 'have' 'you' 'held'
 'similar' 'training' 'sessions' '?']"
109	[13 45 12 23 38 40 30  7]	['0' '1' '2' '3' '4' '5' '6' '7']	"['There' ""'s"" 'no' 'way' 'to' 'stop' 'it' '.']"
93	[10 33 49 41 30 46 12 23 23 41 30 40  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12']	"['But' 'then' 'how' 'was' 'it' 'that' 'the' 'credit' 'union' 'let' 'you'
 'go' '?']"
112	[12 23 30 22 40 30 12 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8']	"['Each' 'year' 'I' ""'ll"" 'give' 'them' 'the' 'interest' '.']"
177	[ 6 49 22 30 40  7]	['0' '1' '2' '3' '4' '5']	[',' 'how' 'can' 'we' 'dance' '!']
169	"[12 23 30 41  6 16 12 26 29 23  6 12 26 29 23 41 30 12  6 31 24  6 41 26
 16 12 24 23  7]"	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20' '21' '22' '23' '24' '25' '26' '27' '28']"	"['That' 'day' 'I' 'went' ',' 'to' 'the' 'women' ""'s"" 'association' ','
 'The' 'women' ""'s"" 'association' 'gave' 'us' 'that' ',' 'our' 'Yongji'
 ',' 'invited' 'teachers' 'from' 'the' 'Chunlei' 'kindergarten' '.']"
187	[16 12  6 30 41 17 16 12 26 38 40 30 12 26 29 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16']"	"['After' 'that' ',' 'it' 'became' 'popular' 'among' 'the' 'villagers' 'to'
 'call' 'it' 'the' 'peasants' ""'"" 'association' '.']"
145	[49 30 41 33 42 23  6 30 41 17  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10']	"['When' 'they' 'said' 'illegally' 'raising' 'capital' ',' 'I' 'was'
 'startled' '.']"
110	[33  6 30 41 30 16 12 23 23  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9']	['So' ',' 'I' 'discussed' 'it' 'with' 'the' 'credit' 'union' '.']
276	[39  6 30 45 24 24 47 33 33 45 12 24 24 16 24  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15']	"['Well' ',' 'it' ""'s"" 'Mirco' 'Merianovic' 'who' 'officially' 'still' 'is'
 'the' 'Prime' 'Minister' 'of' 'Serbia' '.']"
127	[33  6 16 30 44 43 12 23  6 30 22 40 16 12 23 38 40 23  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18']"	"['Then' ',' 'after' 'you' ""'ve"" 'become' 'a' 'shareholder' ',' 'you' 'can'
 'come' 'at' 'any' 'time' 'to' 'get' 'fertilizer' '.']"
62	[49 26 22 40 16 12 17 23 23  6 30 12 41 38 40 33 38 40 16 26  7]	"['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13' '14' '15'
 '16' '17' '18' '19' '20']"	"['Whenever' 'villagers' 'would' 'run' 'into' 'some' 'agricultural'
 'production' 'issue' ',' 'they' 'all' 'liked' 'to' 'come' 'here' 'to'
 'look' 'for' 'answers' '.']"
165	[16 42 12 23 26  6 49 41 12 23 23 40 36  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9' '10' '11' '12' '13']	"['In' 'organizing' 'the' 'village' 'women' ',' 'how' 'did' 'the' 'dancing'
 'part' 'come' 'about' '?']"
142	[30 41  6 49 44 30 40 38 40  7]	['0' '1' '2' '3' '4' '5' '6' '7' '8' '9']	['I' 'said' ',' 'why' 'do' 'you' 'need' 'to' 'investigate' '?']
